"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4","dataValue 5"
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,155,"MAR","Morocco",,2022,"","","","Temporary (short-term), for the duration of the pandemic","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,155,"MAR","Morocco","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,173,"NZL","New Zealand","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,176,"OMN","Oman","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,176,"OMN","Oman","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,182,"PAK","Pakistan","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,189,"PAN","Panama","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,189,"PAN","Panama","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,191,"PRT","Portugal","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,191,"PRT","Portugal","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,193,"PER","Peru","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,196,"QAT","Qatar","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,196,"QAT","Qatar","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,200,"ROU","Romania","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,201,"RWA","Rwanda","Permanent, will remain in place after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,201,"RWA","Rwanda","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,205,"SDN","Sudan","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,205,"SDN","Sudan","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,217,"SLE","Sierra Leone","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,218,"STP","Sao Tome and Principe","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,227,"CZE","Czech Republic","Temporary (mid-term), will be applied also during the recovery phase after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,229,"THA","Thailand","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,229,"THA","Thailand","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,234,"TTO","Trinidad and Tobago",,2022,"","","","Temporary (mid-term), will be applied also during the recovery phase after the pandemic","Permanent, will remain in place after the pandemic",,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,236,"TUR","Türkiye","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,239,"ARE","United Arab Emirates","Temporary (short-term), for the duration of the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,239,"ARE","United Arab Emirates","Temporary (short-term), for the duration of the pandemic",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,242,"URY","Uruguay",,2022,"","","","Permanent, will remain in place after the pandemic","Temporary (mid-term), will be applied also during the recovery phase after the pandemic","Temporary (short-term), for the duration of the pandemic",,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,242,"URY","Uruguay","Other",2024,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,245,"UZB","Uzbekistan","Permanent, will remain in place after the pandemic",2022,"","","",,,,,
34455,"trCovid19_Policy_Measures","Collaboration between the ICT ministry and Ministry of health",,,245,"UZB","Uzbekistan","Permanent, will remain in place after the pandemic",2024,"","","",,,,,
